year_month;community;zone;is_freehold;secondary_price_per_sqft_usd;secondary_price_per_m2_usd;offplan_price_per_sqft_usd;rental_price_per_sqft_annual_usd;n_listings_secondary;n_listings_offplan;n_listings_rental;cbuae_base_rate_pct;avg_mortgage_rate_pct
2025-10;Falcon City of Wonders;Dubailand;TRUE;352;3784;16,08;23;84;49;61;04.00;05.05
2025-11;Falcon City of Wonders;Dubailand;TRUE;351;3780;16,79;23;152;40;83;04.00;05.05
2025-12;Falcon City of Wonders;Dubailand;TRUE;363;3902;16,88;24;111;17;80;04.00;05.05
2026-01;Falcon City of Wonders;Dubailand;TRUE;354;3807;15,54;23;143;48;90;04.00;05.05
2026-02;Falcon City of Wonders;Dubailand;TRUE;344;3702;15,79;22;58;33;83;04.00;05.05
2026-03;Falcon City of Wonders;Dubailand;TRUE;346;3727;16,67;23;30;57;110;04.00;05.05
2026-04;Falcon City of Wonders;Dubailand;TRUE;351;3783;15,58;23;98;63;22;04.00;05.05
2020-01;Living Legends;Dubailand;TRUE;208;2240;9,25;14;75;8;64;01.05;03.00
2020-02;Living Legends;Dubailand;TRUE;225;2426;10,33;15;90;18;30;01.05;03.00
2020-03;Living Legends;Dubailand;TRUE;216;2327;9,92;14;18;23;67;01.05;03.00
2020-04;Living Legends;Dubailand;TRUE;215;2311;9,75;14;133;75;61;00.04;01.09
2020-05;Living Legends;Dubailand;TRUE;213;2289;10,00;14;70;31;98;00.04;01.09
2020-06;Living Legends;Dubailand;TRUE;209;2247;9,79;14;132;9;38;00.04;01.09
2020-07;Living Legends;Dubailand;TRUE;206;2221;9,17;13;149;47;62;00.04;01.09
2020-08;Living Legends;Dubailand;TRUE;206;2216;9,67;13;123;66;56;00.04;01.09
2020-09;Living Legends;Dubailand;TRUE;206;2219;9,25;13;176;72;99;00.04;01.09
2020-10;Living Legends;Dubailand;TRUE;202;2174;9,42;13;85;9;35;00.04;01.09
2020-11;Living Legends;Dubailand;TRUE;204;2198;9,54;13;140;42;56;00.04;01.09
2020-12;Living Legends;Dubailand;TRUE;207;2232;9,75;13;163;77;33;00.04;01.09
2021-01;Living Legends;Dubailand;TRUE;220;2373;10,04;14;50;69;43;00.04;01.09
2021-02;Living Legends;Dubailand;TRUE;213;2293;9,83;14;35;22;65;00.04;01.09
2021-03;Living Legends;Dubailand;TRUE;213;2295;10,25;14;159;51;98;00.04;01.09
2021-04;Living Legends;Dubailand;TRUE;219;2358;10,21;14;178;45;101;00.04;01.09
2021-05;Living Legends;Dubailand;TRUE;228;2456;10,33;15;29;49;30;00.04;01.09
2021-06;Living Legends;Dubailand;TRUE;228;2453;10,92;15;172;40;64;00.04;01.09
2021-07;Living Legends;Dubailand;TRUE;227;2441;10,33;15;21;22;61;00.04;01.09
2021-08;Living Legends;Dubailand;TRUE;247;2657;10,88;16;53;6;84;00.04;01.09
2021-09;Living Legends;Dubailand;TRUE;230;2474;10,83;15;76;62;25;00.04;01.09
2021-10;Living Legends;Dubailand;TRUE;244;2629;11,46;16;170;71;113;00.04;01.09
2021-11;Living Legends;Dubailand;TRUE;247;2661;11,58;16;60;20;105;00.04;01.09
2021-12;Living Legends;Dubailand;TRUE;264;2841;12,04;17;150;30;61;00.04;01.09
2022-01;Living Legends;Dubailand;TRUE;264;2847;11,96;17;157;21;63;00.04;01.09
2022-02;Living Legends;Dubailand;TRUE;279;2999;13,04;18;146;14;40;00.04;01.09
2022-03;Living Legends;Dubailand;TRUE;292;3138;13,92;19;173;45;118;00.04;01.09
2022-04;Living Legends;Dubailand;TRUE;277;2985;12,75;18;52;21;14;01.04;02.09
2022-05;Living Legends;Dubailand;TRUE;286;3083;13,38;19;108;61;12;01.04;02.09
2022-06;Living Legends;Dubailand;TRUE;301;3239;14,33;20;90;45;18;01.04;02.09
2022-07;Living Legends;Dubailand;TRUE;305;3279;13,71;20;145;77;106;01.04;02.09
2022-08;Living Legends;Dubailand;TRUE;299;3218;14,08;19;121;8;64;01.04;02.09
2022-09;Living Legends;Dubailand;TRUE;325;3503;14,79;21;97;22;33;01.04;02.09
2022-10;Living Legends;Dubailand;TRUE;311;3351;14,71;20;98;36;90;04.04;05.09
2022-11;Living Legends;Dubailand;TRUE;328;3532;15,25;21;179;31;117;04.04;05.09
2022-12;Living Legends;Dubailand;TRUE;315;3389;14,54;20;46;74;89;04.04;05.09
2023-01;Living Legends;Dubailand;TRUE;340;3665;15,92;22;154;46;47;04.04;05.09
2023-02;Living Legends;Dubailand;TRUE;333;3580;15,42;22;25;21;28;04.04;05.09
2023-03;Living Legends;Dubailand;TRUE;347;3738;14,88;23;18;44;115;04.04;05.09
2023-04;Living Legends;Dubailand;TRUE;367;3949;17,42;24;54;7;18;04.04;05.09
2023-05;Living Legends;Dubailand;TRUE;357;3839;16,75;23;22;46;11;04.04;05.09
2023-06;Living Legends;Dubailand;TRUE;374;4027;17,00;24;148;74;30;04.04;05.09
2023-07;Living Legends;Dubailand;TRUE;367;3945;16,75;24;129;38;34;05.04;06.09
2023-08;Living Legends;Dubailand;TRUE;376;4043;16,79;24;38;30;32;05.04;06.09
2023-09;Living Legends;Dubailand;TRUE;381;4105;17,67;25;99;37;12;05.04;06.09
2023-10;Living Legends;Dubailand;TRUE;390;4195;17,92;25;82;60;42;05.04;06.09
2023-11;Living Legends;Dubailand;TRUE;388;4174;17,92;25;74;77;56;05.04;06.09
2023-12;Living Legends;Dubailand;TRUE;403;4338;18,92;26;175;48;48;05.04;06.09
2024-01;Living Legends;Dubailand;TRUE;375;4036;16,58;24;155;69;61;05.04;06.09
2024-02;Living Legends;Dubailand;TRUE;379;4084;17,63;25;36;65;22;05.04;06.09
2024-03;Living Legends;Dubailand;TRUE;379;4083;17,79;25;32;39;89;05.04;06.09
2024-04;Living Legends;Dubailand;TRUE;369;3970;16,92;24;117;16;90;05.04;06.09
2024-05;Living Legends;Dubailand;TRUE;365;3932;16,46;24;168;24;32;05.04;06.09
2024-06;Living Legends;Dubailand;TRUE;351;3776;16,42;23;68;46;95;05.04;06.09
2024-07;Living Legends;Dubailand;TRUE;376;4049;17,13;24;87;65;82;0,211805556;06.15
2024-08;Living Legends;Dubailand;TRUE;365;3924;17,33;24;16;66;54;0,211805556;06.15
2024-09;Living Legends;Dubailand;TRUE;382;4111;17,71;25;116;76;98;0,211805556;06.15
2024-10;Living Legends;Dubailand;TRUE;361;3886;16,08;23;40;74;18;0,211805556;06.15
2024-11;Living Legends;Dubailand;TRUE;382;4107;17,25;25;132;32;77;0,211805556;06.15
2024-12;Living Legends;Dubailand;TRUE;371;3997;16,25;24;75;26;42;0,211805556;06.15
2025-01;Living Legends;Dubailand;TRUE;390;4193;17,67;25;75;53;108;0,211805556;06.15
2025-02;Living Legends;Dubailand;TRUE;364;3918;16,38;24;138;49;53;0,211805556;06.15
2025-03;Living Legends;Dubailand;TRUE;369;3969;16,54;24;68;76;87;0,211805556;06.15
2025-04;Living Legends;Dubailand;TRUE;370;3980;17,75;24;65;24;89;0,211805556;06.15
2025-05;Living Legends;Dubailand;TRUE;360;3879;16,75;23;135;31;32;0,211805556;06.15
2025-06;Living Legends;Dubailand;TRUE;356;3827;16,63;23;152;16;104;0,211805556;06.15
2025-07;Living Legends;Dubailand;TRUE;358;3854;16,50;23;66;28;28;04.00;05.05
2025-08;Living Legends;Dubailand;TRUE;371;3995;17,50;24;103;53;91;04.00;05.05
2025-09;Living Legends;Dubailand;TRUE;358;3851;15,46;23;152;10;25;04.00;05.05
2025-10;Living Legends;Dubailand;TRUE;366;3939;16,38;24;84;31;23;04.00;05.05
2025-11;Living Legends;Dubailand;TRUE;372;4007;17,33;24;125;25;61;04.00;05.05
2025-12;Living Legends;Dubailand;TRUE;381;4098;18,17;25;158;18;15;04.00;05.05
2026-01;Living Legends;Dubailand;TRUE;395;4255;17,79;26;87;71;89;04.00;05.05
2026-02;Living Legends;Dubailand;TRUE;391;4210;17,50;25;152;48;15;04.00;05.05
2026-03;Living Legends;Dubailand;TRUE;379;4083;17,33;25;68;52;105;04.00;05.05
2026-04;Living Legends;Dubailand;TRUE;388;4180;17,79;25;126;9;59;04.00;05.05
2020-01;Mudon;Dubailand;TRUE;218;2352;10,00;14;64;70;63;01.05;03.00
2020-02;Mudon;Dubailand;TRUE;214;2300;10,00;14;104;27;119;01.05;03.00
2020-03;Mudon;Dubailand;TRUE;215;2312;9,96;14;120;74;32;01.05;03.00
2020-04;Mudon;Dubailand;TRUE;209;2249;9,67;14;128;40;88;00.04;01.09
2020-05;Mudon;Dubailand;TRUE;216;2322;10,17;14;173;59;18;00.04;01.09
2020-06;Mudon;Dubailand;TRUE;221;2383;9,92;14;42;6;25;00.04;01.09
2020-07;Mudon;Dubailand;TRUE;210;2265;9,88;14;91;6;102;00.04;01.09
2020-08;Mudon;Dubailand;TRUE;204;2193;9,25;13;52;66;48;00.04;01.09
2020-09;Mudon;Dubailand;TRUE;200;2153;8,92;13;66;35;117;00.04;01.09
2020-10;Mudon;Dubailand;TRUE;202;2170;9,29;13;45;44;109;00.04;01.09
2020-11;Mudon;Dubailand;TRUE;197;2125;9,17;13;128;64;65;00.04;01.09
2020-12;Mudon;Dubailand;TRUE;206;2219;9,42;13;152;54;64;00.04;01.09
2021-01;Mudon;Dubailand;TRUE;204;2199;9,38;13;16;23;87;00.04;01.09
2021-02;Mudon;Dubailand;TRUE;213;2293;9,83;14;162;65;84;00.04;01.09
2021-03;Mudon;Dubailand;TRUE;216;2323;10,25;14;135;5;117;00.04;01.09
2021-04;Mudon;Dubailand;TRUE;219;2354;9,96;14;166;20;15;00.04;01.09
2021-05;Mudon;Dubailand;TRUE;229;2465;10,79;15;154;21;49;00.04;01.09
2021-06;Mudon;Dubailand;TRUE;235;2530;11,17;15;88;65;31;00.04;01.09
2021-07;Mudon;Dubailand;TRUE;233;2505;10,92;15;104;66;54;00.04;01.09
2021-08;Mudon;Dubailand;TRUE;233;2503;10,88;15;29;78;107;00.04;01.09
2021-09;Mudon;Dubailand;TRUE;237;2551;11,04;15;111;11;28;00.04;01.09
2021-10;Mudon;Dubailand;TRUE;237;2550;10,75;15;120;46;48;00.04;01.09
2021-11;Mudon;Dubailand;TRUE;254;2734;11,54;17;118;20;17;00.04;01.09
2021-12;Mudon;Dubailand;TRUE;274;2944;12,42;18;148;50;82;00.04;01.09
2022-01;Mudon;Dubailand;TRUE;268;2889;12,21;17;104;58;17;00.04;01.09
2022-02;Mudon;Dubailand;TRUE;276;2969;12,58;18;94;63;22;00.04;01.09
2022-03;Mudon;Dubailand;TRUE;284;3054;13,17;18;31;49;88;00.04;01.09
2022-04;Mudon;Dubailand;TRUE;289;3109;13,71;19;61;43;99;01.04;02.09
2022-05;Mudon;Dubailand;TRUE;294;3168;13,50;19;21;14;34;01.04;02.09
2022-06;Mudon;Dubailand;TRUE;297;3199;13,50;19;134;51;114;01.04;02.09
2022-07;Mudon;Dubailand;TRUE;300;3225;13,79;19;125;65;66;01.04;02.09
2022-08;Mudon;Dubailand;TRUE;299;3216;14,08;19;109;57;111;01.04;02.09
2022-09;Mudon;Dubailand;TRUE;320;3444;14,46;21;145;6;67;01.04;02.09
2022-10;Mudon;Dubailand;TRUE;296;3186;13,33;19;97;79;26;04.04;05.09
2022-11;Mudon;Dubailand;TRUE;338;3643;15,04;22;105;64;61;04.04;05.09
2022-12;Mudon;Dubailand;TRUE;324;3490;14,92;21;160;13;74;04.04;05.09
2023-01;Mudon;Dubailand;TRUE;348;3741;15,54;23;88;71;26;04.04;05.09
2023-02;Mudon;Dubailand;TRUE;329;3546;14,92;21;27;12;96;04.04;05.09
2023-03;Mudon;Dubailand;TRUE;350;3772;16,75;23;86;14;96;04.04;05.09
2023-04;Mudon;Dubailand;TRUE;368;3956;17,42;24;178;8;106;04.04;05.09
2023-05;Mudon;Dubailand;TRUE;358;3854;16,21;23;79;62;104;04.04;05.09
2023-06;Mudon;Dubailand;TRUE;355;3816;17,08;23;80;62;116;04.04;05.09
2023-07;Mudon;Dubailand;TRUE;358;3849;16,29;23;43;20;104;05.04;06.09
2023-08;Mudon;Dubailand;TRUE;367;3954;16,25;24;140;46;32;05.04;06.09
2023-09;Mudon;Dubailand;TRUE;365;3931;17,29;24;59;5;78;05.04;06.09
2023-10;Mudon;Dubailand;TRUE;410;4408;17,92;27;113;66;67;05.04;06.09
2023-11;Mudon;Dubailand;TRUE;394;4236;18,21;26;73;77;15;05.04;06.09
2023-12;Mudon;Dubailand;TRUE;387;4169;17,54;25;79;79;65;05.04;06.09
2024-01;Mudon;Dubailand;TRUE;382;4115;17,50;25;68;32;48;05.04;06.09
2024-02;Mudon;Dubailand;TRUE;385;4140;18,08;25;164;9;78;05.04;06.09
2024-03;Mudon;Dubailand;TRUE;391;4208;17,21;25;121;11;98;05.04;06.09
2024-04;Mudon;Dubailand;TRUE;381;4097;17,17;25;111;16;119;05.04;06.09
2024-05;Mudon;Dubailand;TRUE;374;4028;17,42;24;132;19;57;05.04;06.09
2024-06;Mudon;Dubailand;TRUE;371;3995;17,33;24;72;19;95;05.04;06.09
2024-07;Mudon;Dubailand;TRUE;368;3958;17,04;24;122;22;12;0,211805556;06.15
2024-08;Mudon;Dubailand;TRUE;375;4035;16,79;24;159;27;76;0,211805556;06.15
2024-09;Mudon;Dubailand;TRUE;369;3974;17,71;24;34;29;61;0,211805556;06.15
2024-10;Mudon;Dubailand;TRUE;396;4261;18,29;26;102;56;22;0,211805556;06.15
2024-11;Mudon;Dubailand;TRUE;372;4001;16,96;24;48;34;14;0,211805556;06.15
2024-12;Mudon;Dubailand;TRUE;370;3986;18,08;24;91;6;68;0,211805556;06.15
2025-01;Mudon;Dubailand;TRUE;382;4109;17,92;25;68;48;21;0,211805556;06.15
2025-02;Mudon;Dubailand;TRUE;373;4014;18,50;24;177;65;30;0,211805556;06.15
2025-03;Mudon;Dubailand;TRUE;389;4192;17,88;25;58;11;72;0,211805556;06.15
2025-04;Mudon;Dubailand;TRUE;385;4149;17,75;25;59;26;15;0,211805556;06.15
2025-05;Mudon;Dubailand;TRUE;379;4084;17,29;25;29;24;29;0,211805556;06.15
2025-06;Mudon;Dubailand;TRUE;380;4095;18,25;25;165;53;20;0,211805556;06.15
2025-07;Mudon;Dubailand;TRUE;361;3883;16,21;23;45;13;41;04.00;05.05
2025-08;Mudon;Dubailand;TRUE;380;4094;17,42;25;25;43;77;04.00;05.05
2025-09;Mudon;Dubailand;TRUE;374;4030;17,71;24;167;32;115;04.00;05.05
2025-10;Mudon;Dubailand;TRUE;357;3839;16,46;23;134;68;80;04.00;05.05
2025-11;Mudon;Dubailand;TRUE;369;3977;17,50;24;131;28;15;04.00;05.05
2025-12;Mudon;Dubailand;TRUE;378;4066;17,04;25;82;47;77;04.00;05.05
2026-01;Mudon;Dubailand;TRUE;386;4159;17,08;25;34;48;65;04.00;05.05
2026-02;Mudon;Dubailand;TRUE;368;3960;17,13;24;71;54;26;04.00;05.05
2026-03;Mudon;Dubailand;TRUE;383;4121;18,21;25;37;40;48;04.00;05.05
2026-04;Mudon;Dubailand;TRUE;396;4259;18,75;26;123;69;26;04.00;05.05
2020-01;Reem Mira;Reem;TRUE;230;2477;10,46;15;20;63;51;01.05;03.00
2020-02;Reem Mira;Reem;TRUE;231;2481;10,75;15;120;15;71;01.05;03.00
2020-03;Reem Mira;Reem;TRUE;229;2468;10,21;15;149;52;67;01.05;03.00
2020-04;Reem Mira;Reem;TRUE;230;2474;10,38;15;68;23;45;00.04;01.09
2020-05;Reem Mira;Reem;TRUE;224;2414;10,29;15;30;28;28;00.04;01.09
2020-06;Reem Mira;Reem;TRUE;213;2295;9,63;14;96;14;11;00.04;01.09
2020-07;Reem Mira;Reem;TRUE;207;2230;9,25;13;133;78;25;00.04;01.09
2020-08;Reem Mira;Reem;TRUE;212;2286;9,75;14;98;49;82;00.04;01.09
2020-09;Reem Mira;Reem;TRUE;210;2265;9,50;14;155;67;119;00.04;01.09
2020-10;Reem Mira;Reem;TRUE;215;2315;9,71;14;37;53;31;00.04;01.09
2020-11;Reem Mira;Reem;TRUE;215;2319;9,88;14;115;76;96;00.04;01.09
2020-12;Reem Mira;Reem;TRUE;218;2347;10,13;14;148;58;48;00.04;01.09
2021-01;Reem Mira;Reem;TRUE;210;2258;10,13;14;29;36;63;00.04;01.09
2021-02;Reem Mira;Reem;TRUE;226;2434;10,67;15;106;68;38;00.04;01.09
2021-03;Reem Mira;Reem;TRUE;234;2518;10,67;15;72;45;73;00.04;01.09
2021-04;Reem Mira;Reem;TRUE;241;2590;10,88;16;119;58;98;00.04;01.09
2021-05;Reem Mira;Reem;TRUE;242;2609;11,13;16;128;53;30;00.04;01.09
2021-06;Reem Mira;Reem;TRUE;245;2635;10,58;16;151;78;104;00.04;01.09
2021-07;Reem Mira;Reem;TRUE;245;2639;11,50;16;74;40;54;00.04;01.09
2021-08;Reem Mira;Reem;TRUE;259;2789;11,88;17;68;28;82;00.04;01.09
2021-09;Reem Mira;Reem;TRUE;254;2730;11,38;16;65;51;18;00.04;01.09
2021-10;Reem Mira;Reem;TRUE;262;2819;11,75;17;160;47;42;00.04;01.09
2021-11;Reem Mira;Reem;TRUE;275;2961;12,04;18;38;66;91;00.04;01.09
2021-12;Reem Mira;Reem;TRUE;285;3072;13,58;19;39;66;25;00.04;01.09
2022-01;Reem Mira;Reem;TRUE;291;3127;13,38;19;178;62;58;00.04;01.09
2022-02;Reem Mira;Reem;TRUE;283;3044;12,88;18;141;37;16;00.04;01.09
2022-03;Reem Mira;Reem;TRUE;310;3341;14,17;20;131;77;44;00.04;01.09
2022-04;Reem Mira;Reem;TRUE;310;3336;13,88;20;50;75;94;01.04;02.09
2022-05;Reem Mira;Reem;TRUE;310;3337;15,46;20;137;38;13;01.04;02.09
2022-06;Reem Mira;Reem;TRUE;306;3291;13,46;20;137;6;24;01.04;02.09
2022-07;Reem Mira;Reem;TRUE;325;3503;14,79;21;168;5;53;01.04;02.09
2022-08;Reem Mira;Reem;TRUE;313;3367;14,17;20;21;70;21;01.04;02.09
2022-09;Reem Mira;Reem;TRUE;338;3635;16,00;22;76;17;104;01.04;02.09
2022-10;Reem Mira;Reem;TRUE;331;3559;14,88;21;71;51;90;04.04;05.09
2022-11;Reem Mira;Reem;TRUE;333;3585;14,75;22;125;45;94;04.04;05.09
2022-12;Reem Mira;Reem;TRUE;347;3734;16,13;23;23;74;46;04.04;05.09
2023-01;Reem Mira;Reem;TRUE;342;3676;15,46;22;77;41;95;04.04;05.09
2023-02;Reem Mira;Reem;TRUE;370;3978;16,63;24;23;21;119;04.04;05.09
2023-03;Reem Mira;Reem;TRUE;367;3951;17,04;24;56;55;36;04.04;05.09
2023-04;Reem Mira;Reem;TRUE;366;3942;16,96;24;35;59;17;04.04;05.09
2023-05;Reem Mira;Reem;TRUE;375;4040;17,04;24;21;77;67;04.04;05.09
2023-06;Reem Mira;Reem;TRUE;385;4145;17,88;25;131;7;68;04.04;05.09
2023-07;Reem Mira;Reem;TRUE;378;4073;17,54;25;85;6;20;05.04;06.09
2023-08;Reem Mira;Reem;TRUE;394;4245;18,29;26;160;42;42;05.04;06.09
2023-09;Reem Mira;Reem;TRUE;409;4405;18,58;27;56;27;93;05.04;06.09
2023-10;Reem Mira;Reem;TRUE;420;4524;19,29;27;125;17;32;05.04;06.09
2023-11;Reem Mira;Reem;TRUE;403;4341;18,83;26;141;60;67;05.04;06.09
2023-12;Reem Mira;Reem;TRUE;424;4565;18,96;28;138;35;24;05.04;06.09
2024-01;Reem Mira;Reem;TRUE;404;4351;18,96;26;105;11;49;05.04;06.09
2024-02;Reem Mira;Reem;TRUE;422;4547;19,67;27;31;24;116;05.04;06.09
2024-03;Reem Mira;Reem;TRUE;419;4514;19,42;27;170;76;20;05.04;06.09
2024-04;Reem Mira;Reem;TRUE;404;4344;19,83;26;172;37;86;05.04;06.09
2024-05;Reem Mira;Reem;TRUE;392;4217;17,71;25;18;63;72;05.04;06.09
2024-06;Reem Mira;Reem;TRUE;385;4144;18,50;25;128;26;84;05.04;06.09
2024-07;Reem Mira;Reem;TRUE;406;4374;19,04;26;124;29;31;0,211805556;06.15
2024-08;Reem Mira;Reem;TRUE;403;4342;18,42;26;18;39;108;0,211805556;06.15
2024-09;Reem Mira;Reem;TRUE;390;4199;17,63;25;46;47;78;0,211805556;06.15
2024-10;Reem Mira;Reem;TRUE;397;4268;18,50;26;175;35;101;0,211805556;06.15
2024-11;Reem Mira;Reem;TRUE;388;4181;17,58;25;78;48;15;0,211805556;06.15
2024-12;Reem Mira;Reem;TRUE;404;4345;17,83;26;88;57;83;0,211805556;06.15
2025-01;Reem Mira;Reem;TRUE;393;4235;18,83;26;126;33;91;0,211805556;06.15
2025-02;Reem Mira;Reem;TRUE;396;4258;19,04;26;110;33;10;0,211805556;06.15
2025-03;Reem Mira;Reem;TRUE;398;4286;19,00;26;136;17;56;0,211805556;06.15
2025-04;Reem Mira;Reem;TRUE;387;4167;17,42;25;150;32;52;0,211805556;06.15
2025-05;Reem Mira;Reem;TRUE;384;4138;17,38;25;127;34;119;0,211805556;06.15
2025-06;Reem Mira;Reem;TRUE;395;4248;17,92;26;150;16;43;0,211805556;06.15
2025-07;Reem Mira;Reem;TRUE;387;4163;18,13;25;61;38;29;04.00;05.05
2025-08;Reem Mira;Reem;TRUE;383;4122;17,33;25;138;30;97;04.00;05.05
2025-09;Reem Mira;Reem;TRUE;396;4260;18,67;26;74;48;19;04.00;05.05
2025-10;Reem Mira;Reem;TRUE;396;4267;18,42;26;173;76;79;04.00;05.05
2025-11;Reem Mira;Reem;TRUE;397;4272;17,83;26;101;78;52;04.00;05.05
2025-12;Reem Mira;Reem;TRUE;393;4226;18,58;26;95;37;102;04.00;05.05
2026-01;Reem Mira;Reem;TRUE;410;4410;19,25;27;176;70;116;04.00;05.05
2026-02;Reem Mira;Reem;TRUE;405;4355;18,71;26;149;44;21;04.00;05.05
2026-03;Reem Mira;Reem;TRUE;402;4332;18,79;26;20;10;45;04.00;05.05
2026-04;Reem Mira;Reem;TRUE;411;4422;18,96;27;79;48;67;04.00;05.05
2020-01;Sustainable City;Sustainable City;TRUE;268;2888;12,42;17;142;64;107;01.05;03.00
2020-02;Sustainable City;Sustainable City;TRUE;261;2805;12,00;17;86;48;15;01.05;03.00
2020-03;Sustainable City;Sustainable City;TRUE;256;2756;11,79;17;174;62;97;01.05;03.00
2020-04;Sustainable City;Sustainable City;TRUE;255;2745;11,63;17;142;56;117;00.04;01.09
2020-05;Sustainable City;Sustainable City;TRUE;260;2802;12,08;17;111;72;59;00.04;01.09
2020-06;Sustainable City;Sustainable City;TRUE;260;2796;11,83;17;27;42;64;00.04;01.09
2020-07;Sustainable City;Sustainable City;TRUE;247;2661;11,38;16;62;35;96;00.04;01.09
2020-08;Sustainable City;Sustainable City;TRUE;254;2737;11,67;17;17;32;40;00.04;01.09
2020-09;Sustainable City;Sustainable City;TRUE;248;2666;11,29;16;70;28;110;00.04;01.09
2020-10;Sustainable City;Sustainable City;TRUE;231;2490;10,46;15;18;79;71;00.04;01.09
2020-11;Sustainable City;Sustainable City;TRUE;237;2549;10,38;15;25;46;61;00.04;01.09
2020-12;Sustainable City;Sustainable City;TRUE;244;2629;11,54;16;130;64;80;00.04;01.09
2021-01;Sustainable City;Sustainable City;TRUE;258;2779;11,63;17;131;74;95;00.04;01.09
2021-02;Sustainable City;Sustainable City;TRUE;259;2792;12,04;17;55;72;43;00.04;01.09
2021-03;Sustainable City;Sustainable City;TRUE;264;2841;12,17;17;121;27;105;00.04;01.09
2021-04;Sustainable City;Sustainable City;TRUE;253;2723;11,33;16;98;8;112;00.04;01.09
2021-05;Sustainable City;Sustainable City;TRUE;273;2936;12,38;18;99;12;66;00.04;01.09
2021-06;Sustainable City;Sustainable City;TRUE;268;2889;12,00;17;86;36;40;00.04;01.09
2021-07;Sustainable City;Sustainable City;TRUE;278;2991;12,33;18;158;29;58;00.04;01.09
2021-08;Sustainable City;Sustainable City;TRUE;291;3133;12,58;19;92;12;10;00.04;01.09
2021-09;Sustainable City;Sustainable City;TRUE;277;2979;12,96;18;62;56;41;00.04;01.09
2021-10;Sustainable City;Sustainable City;TRUE;287;3092;12,96;19;154;38;93;00.04;01.09
2021-11;Sustainable City;Sustainable City;TRUE;295;3170;13,50;19;79;36;98;00.04;01.09
2021-12;Sustainable City;Sustainable City;TRUE;310;3342;14,00;20;95;37;39;00.04;01.09
2022-01;Sustainable City;Sustainable City;TRUE;327;3525;15,08;21;48;37;20;00.04;01.09
2022-02;Sustainable City;Sustainable City;TRUE;333;3584;15,71;22;106;39;93;00.04;01.09
2022-03;Sustainable City;Sustainable City;TRUE;324;3483;14,46;21;137;72;72;00.04;01.09
2022-04;Sustainable City;Sustainable City;TRUE;326;3506;15,33;21;91;23;85;01.04;02.09
2022-05;Sustainable City;Sustainable City;TRUE;349;3755;15,79;23;144;70;26;01.04;02.09
2022-06;Sustainable City;Sustainable City;TRUE;350;3772;15,83;23;123;59;15;01.04;02.09
2022-07;Sustainable City;Sustainable City;TRUE;376;4043;17,46;24;95;51;51;01.04;02.09
2022-08;Sustainable City;Sustainable City;TRUE;381;4099;17,38;25;85;75;86;01.04;02.09
2022-09;Sustainable City;Sustainable City;TRUE;385;4146;17,29;25;120;41;110;01.04;02.09
2022-10;Sustainable City;Sustainable City;TRUE;370;3979;16,92;24;144;6;17;04.04;05.09
2022-11;Sustainable City;Sustainable City;TRUE;384;4134;17,71;25;93;11;115;04.04;05.09
2022-12;Sustainable City;Sustainable City;TRUE;387;4168;18,00;25;139;9;44;04.04;05.09
2023-01;Sustainable City;Sustainable City;TRUE;402;4325;19,13;26;155;15;41;04.04;05.09
2023-02;Sustainable City;Sustainable City;TRUE;417;4493;19,92;27;64;69;62;04.04;05.09
2023-03;Sustainable City;Sustainable City;TRUE;417;4491;18,54;27;48;24;99;04.04;05.09
2023-04;Sustainable City;Sustainable City;TRUE;433;4657;19,83;28;161;29;101;04.04;05.09
2023-05;Sustainable City;Sustainable City;TRUE;435;4678;20,00;28;33;37;10;04.04;05.09
2023-06;Sustainable City;Sustainable City;TRUE;434;4675;20,08;28;98;67;74;04.04;05.09
2023-07;Sustainable City;Sustainable City;TRUE;439;4730;20,54;29;104;17;64;05.04;06.09
2023-08;Sustainable City;Sustainable City;TRUE;469;5049;21,08;30;87;72;23;05.04;06.09
2023-09;Sustainable City;Sustainable City;TRUE;443;4773;20,83;29;106;68;37;05.04;06.09
2023-10;Sustainable City;Sustainable City;TRUE;476;5121;21,38;31;81;27;11;05.04;06.09
2023-11;Sustainable City;Sustainable City;TRUE;469;5045;20,75;30;107;43;114;05.04;06.09
2023-12;Sustainable City;Sustainable City;TRUE;470;5058;20,92;31;17;9;106;05.04;06.09
2024-01;Sustainable City;Sustainable City;TRUE;457;4921;19,92;30;60;47;40;05.04;06.09
2024-02;Sustainable City;Sustainable City;TRUE;462;4978;21,42;30;174;63;78;05.04;06.09
2024-03;Sustainable City;Sustainable City;TRUE;466;5021;20,92;30;55;34;15;05.04;06.09
2024-04;Sustainable City;Sustainable City;TRUE;457;4924;21,13;30;29;24;17;05.04;06.09
2024-05;Sustainable City;Sustainable City;TRUE;460;4955;21,29;30;156;37;42;05.04;06.09
2024-06;Sustainable City;Sustainable City;TRUE;451;4860;20,71;29;106;72;31;05.04;06.09
2024-07;Sustainable City;Sustainable City;TRUE;471;5071;21,67;31;46;42;13;0,211805556;06.15
2024-08;Sustainable City;Sustainable City;TRUE;457;4914;22,21;30;128;74;97;0,211805556;06.15
2024-09;Sustainable City;Sustainable City;TRUE;437;4702;20,04;28;158;10;54;0,211805556;06.15
2024-10;Sustainable City;Sustainable City;TRUE;454;4889;20,71;30;24;5;33;0,211805556;06.15
